"week","outlet","total_segments","n_positive","n_negative","n_neutral","pct_positive","pct_negative","pci","eligible","smooth_pci","smooth_pci_lo","smooth_pci_hi","smooth_neg","smooth_neg_lo","smooth_neg_hi"
2025-04-14,"ABC News",279,17,56,206,6.09,20.07,-13.98,TRUE,-13.61,-15.83,-11.38,19.77,17.97,21.56
2025-04-21,"ABC News",266,21,43,202,7.89,16.17,-8.28,TRUE,-13.32,-15.51,-11.13,19.5,17.73,21.26
2025-04-28,"ABC News",274,18,56,200,6.57,20.44,-13.87,TRUE,-13.03,-15.26,-10.8,19.22,17.42,21.01
2025-05-05,"ABC News",232,12,46,174,5.17,19.83,-14.66,TRUE,-12.82,-15.1,-10.55,19.01,17.17,20.84
2025-05-12,"ABC News",287,14,59,214,4.88,20.56,-15.68,TRUE,-12.72,-14.95,-10.5,18.85,17.06,20.65
2025-05-19,"ABC News",284,23,51,210,8.1,17.96,-9.86,TRUE,-12.66,-14.85,-10.47,18.7,16.93,20.46
2025-05-26,"ABC News",243,15,48,180,6.17,19.75,-13.58,TRUE,-12.59,-14.82,-10.36,18.53,16.73,20.33
2025-06-02,"ABC News",280,13,47,220,4.64,16.79,-12.15,TRUE,-12.46,-14.73,-10.18,18.35,16.51,20.18
2025-06-09,"ABC News",294,17,35,242,5.78,11.9,-6.12,TRUE,-12.22,-14.45,-9.99,18.11,16.31,19.9
2025-06-16,"ABC News",235,10,44,181,4.26,18.72,-14.46,TRUE,-11.92,-14.11,-9.73,17.82,16.05,19.59
2025-06-23,"ABC News",272,23,51,198,8.46,18.75,-10.29,TRUE,-11.63,-13.86,-9.4,17.54,15.74,19.34
2025-06-30,"ABC News",232,13,44,175,5.6,18.97,-13.37,TRUE,-11.43,-13.71,-9.16,17.33,15.49,19.16
2025-07-07,"ABC News",199,8,41,150,4.02,20.6,-16.58,TRUE,-11.28,-13.52,-9.04,17.16,15.35,18.96
2025-07-14,"ABC News",248,13,47,188,5.24,18.95,-13.71,TRUE,-11.13,-13.36,-8.89,16.99,15.19,18.8
2025-07-21,"ABC News",245,15,40,190,6.12,16.33,-10.21,TRUE,-11.03,-13.3,-8.75,16.87,15.03,18.7
2025-07-28,"ABC News",273,16,42,215,5.86,15.38,-9.52,TRUE,-11.03,-13.26,-8.8,16.79,14.99,18.58
2025-08-04,"ABC News",241,16,35,190,6.64,14.52,-7.88,TRUE,-11.11,-13.29,-8.92,16.73,14.97,18.5
2025-08-11,"ABC News",184,15,25,144,8.15,13.59,-5.44,TRUE,-11.18,-13.41,-8.96,16.69,14.89,18.49
2025-08-18,"ABC News",241,16,43,182,6.64,17.84,-11.2,TRUE,-11.2,-13.48,-8.93,16.65,14.82,18.49
2025-08-25,"ABC News",273,11,47,215,4.03,17.22,-13.19,TRUE,-11.2,-13.43,-8.97,16.64,14.84,18.44
2025-09-01,"ABC News",246,15,35,196,6.1,14.23,-8.13,TRUE,-11.23,-13.42,-9.04,16.68,14.91,18.44
2025-09-08,"ABC News",277,9,60,208,3.25,21.66,-18.41,TRUE,-11.26,-13.49,-9.03,16.72,14.92,18.51
2025-09-15,"ABC News",245,8,35,202,3.27,14.29,-11.02,TRUE,-11.25,-13.53,-8.98,16.72,14.89,18.56
2025-09-22,"ABC News",310,13,47,250,4.19,15.16,-10.97,TRUE,-11.3,-13.53,-9.07,16.81,15.01,18.6
2025-09-29,"ABC News",252,16,55,181,6.35,21.83,-15.48,TRUE,-11.43,-13.62,-9.24,17.01,15.24,18.77
2025-10-06,"ABC News",243,13,40,190,5.35,16.46,-11.11,TRUE,-11.53,-13.76,-9.31,17.18,15.38,18.97
2025-10-13,"ABC News",203,13,32,158,6.4,15.76,-9.36,TRUE,-11.49,-13.76,-9.21,17.18,15.34,19.01
2025-10-20,"ABC News",280,19,38,223,6.79,13.57,-6.78,TRUE,-11.08,-13.32,-8.85,16.89,15.09,18.69
2025-10-27,"ABC News",279,21,53,205,7.53,19,-11.47,TRUE,-10.47,-12.7,-8.23,16.46,14.66,18.26
2025-11-03,"ABC News",248,17,41,190,6.85,16.53,-9.68,TRUE,-10.02,-12.3,-7.75,16.12,14.29,17.96
2025-11-10,"ABC News",253,17,46,190,6.72,18.18,-11.46,TRUE,-9.75,-11.99,-7.51,15.85,14.04,17.66
2025-11-17,"ABC News",274,11,53,210,4.01,19.34,-15.33,TRUE,-9.44,-11.63,-7.24,15.52,13.76,17.29
2025-11-24,"ABC News",184,12,27,145,6.52,14.67,-8.15,TRUE,-9.17,-11.34,-7.01,15.22,13.47,16.96
2025-12-01,"ABC News",211,11,22,178,5.21,10.43,-5.22,TRUE,-9.05,-11.18,-6.92,15.01,13.29,16.73
2025-12-08,"ABC News",278,13,43,222,4.68,15.47,-10.79,TRUE,-9.03,-11.11,-6.95,14.87,13.19,16.55
2025-12-15,"ABC News",231,16,28,187,6.93,12.12,-5.19,TRUE,-9.05,-11.08,-7.02,14.73,13.1,16.37
2025-12-22,"ABC News",157,12,16,129,7.64,10.19,-2.55,TRUE,-9.12,-11.12,-7.13,14.62,13.02,16.23
2025-12-29,"ABC News",158,6,20,132,3.8,12.66,-8.86,TRUE,-9.28,-11.27,-7.28,14.56,12.95,16.17
2026-01-05,"ABC News",269,11,41,217,4.09,15.24,-11.15,TRUE,-9.51,-11.57,-7.45,14.53,12.87,16.2
2026-01-12,"ABC News",319,14,52,253,4.39,16.3,-11.91,TRUE,-9.81,-12.04,-7.57,14.53,12.73,16.34
2026-01-19,"ABC News",288,12,49,227,4.17,17.01,-12.84,TRUE,-10.17,-12.7,-7.63,14.57,12.52,16.61
2026-01-26,"ABC News",298,11,49,238,3.69,16.44,-12.75,TRUE,-10.6,-13.55,-7.64,14.64,12.25,17.03
2026-02-02,"ABC News",283,24,31,228,8.48,10.95,-2.47,TRUE,-11.04,-14.48,-7.6,14.73,11.96,17.51
2026-02-09,"ABC News",71,0,12,59,0,16.9,-16.9,TRUE,-11.44,-15.33,-7.54,14.82,11.68,17.96
2026-06-08,"ABC News",9,1,1,7,11.11,11.11,0,FALSE,NA,NA,NA,NA,NA,NA
2026-06-15,"ABC News",15,2,4,9,13.33,26.67,-13.34,FALSE,NA,NA,NA,NA,NA,NA
2026-06-22,"ABC News",6,0,2,4,0,33.33,-33.33,FALSE,NA,NA,NA,NA,NA,NA
2026-08-03,"ABC News",3,0,1,2,0,33.33,-33.33,FALSE,NA,NA,NA,NA,NA,NA
2026-08-10,"ABC News",21,2,6,13,9.52,28.57,-19.05,FALSE,NA,NA,NA,NA,NA,NA
2026-08-17,"ABC News",207,10,41,156,4.83,19.81,-14.98,TRUE,-12.89,-15.13,-10.65,18.71,16.9,20.51
2024-12-30,"Bloomberg",117,9,25,83,7.69,21.37,-13.68,TRUE,-10.23,-17.23,-3.23,21.63,16.98,26.28
2025-01-06,"Bloomberg",342,39,90,213,11.4,26.32,-14.92,TRUE,-10.58,-16.54,-4.62,21.88,17.93,25.84
2025-01-13,"Bloomberg",409,63,83,263,15.4,20.29,-4.89,TRUE,-10.91,-15.99,-5.83,22.12,18.75,25.49
2025-01-20,"Bloomberg",749,103,146,500,13.75,19.49,-5.74,TRUE,-11.22,-15.6,-6.84,22.34,19.43,25.25
2025-01-27,"Bloomberg",483,45,125,313,9.32,25.88,-16.56,TRUE,-11.52,-15.38,-7.65,22.55,19.98,25.11
2025-02-03,"Bloomberg",673,53,172,448,7.88,25.56,-17.68,TRUE,-11.79,-15.32,-8.26,22.73,20.39,25.08
2025-02-10,"Bloomberg",561,68,119,374,12.12,21.21,-9.09,TRUE,-12.03,-15.39,-8.66,22.89,20.65,25.12
2025-02-17,"Bloomberg",447,40,89,318,8.95,19.91,-10.96,TRUE,-12.23,-15.56,-8.91,23.01,20.8,25.22
2025-02-24,"Bloomberg",59,12,8,39,20.34,13.56,6.78,TRUE,-12.4,-15.77,-9.04,23.1,20.87,25.34
2025-03-03,"Bloomberg",598,48,149,401,8.03,24.92,-16.89,TRUE,-12.55,-15.98,-9.12,23.17,20.89,25.44
2025-03-10,"Bloomberg",318,24,80,214,7.55,25.16,-17.61,TRUE,-12.66,-16.17,-9.16,23.2,20.87,25.53
2025-03-17,"Bloomberg",482,41,84,357,8.51,17.43,-8.92,TRUE,-12.73,-16.31,-9.15,23.2,20.82,25.58
2025-03-24,"Bloomberg",504,47,105,352,9.33,20.83,-11.5,TRUE,-12.82,-16.45,-9.19,23.2,20.79,25.61
2025-03-31,"Bloomberg",156,12,55,89,7.69,35.26,-27.57,TRUE,-12.94,-16.61,-9.27,23.22,20.78,25.66
2025-04-07,"Bloomberg",744,91,215,438,12.23,28.9,-16.67,TRUE,-13.02,-16.77,-9.27,23.21,20.72,25.71
2025-04-14,"Bloomberg",475,54,97,324,11.37,20.42,-9.05,TRUE,-12.99,-16.8,-9.19,23.13,20.6,25.66
2025-04-21,"Bloomberg",527,55,143,329,10.44,27.13,-16.69,TRUE,-12.76,-16.5,-9.03,22.9,20.42,25.38
2025-04-28,"Bloomberg",475,56,95,324,11.79,20,-8.21,TRUE,-12.38,-16.06,-8.7,22.56,20.12,25
2025-05-05,"Bloomberg",537,52,99,386,9.68,18.44,-8.76,TRUE,-11.96,-15.7,-8.22,22.2,19.71,24.68
2025-05-12,"Bloomberg",515,59,109,347,11.46,21.17,-9.71,TRUE,-11.62,-15.43,-7.82,21.9,19.37,24.43
2025-05-19,"Bloomberg",400,43,101,256,10.75,25.25,-14.5,TRUE,-11.2,-14.94,-7.46,21.54,19.06,24.02
2025-05-26,"Bloomberg",459,41,82,336,8.93,17.86,-8.93,TRUE,-10.55,-14.23,-6.88,21.03,18.59,23.47
2025-06-02,"Bloomberg",510,49,86,375,9.61,16.86,-7.25,TRUE,-9.91,-13.65,-6.17,20.51,18.03,22.99
2025-06-09,"Bloomberg",442,48,79,315,10.86,17.87,-7.01,TRUE,-9.49,-13.29,-5.68,20.12,17.59,22.65
2025-06-16,"Bloomberg",411,31,85,295,7.54,20.68,-13.14,TRUE,-9.33,-13.06,-5.59,19.9,17.42,22.39
2025-06-23,"Bloomberg",430,45,92,293,10.47,21.4,-10.93,TRUE,-9.29,-12.97,-5.61,19.76,17.32,22.2
2025-06-30,"Bloomberg",395,52,75,268,13.16,18.99,-5.83,TRUE,-9.3,-13.04,-5.56,19.65,17.16,22.13
2025-07-07,"Bloomberg",532,50,106,376,9.4,19.92,-10.52,TRUE,-9.29,-13.09,-5.48,19.52,16.99,22.05
2025-07-14,"Bloomberg",483,60,114,309,12.42,23.6,-11.18,TRUE,-9.35,-13.09,-5.61,19.42,16.94,21.9
2025-07-21,"Bloomberg",439,57,83,299,12.98,18.91,-5.93,TRUE,-9.55,-13.23,-5.87,19.39,16.94,21.83
2025-07-28,"Bloomberg",469,42,108,319,8.96,23.03,-14.07,TRUE,-9.75,-13.49,-6.01,19.36,16.88,21.84
2025-08-04,"Bloomberg",474,28,92,354,5.91,19.41,-13.5,TRUE,-9.82,-13.62,-6.01,19.29,16.76,21.82
2025-08-11,"Bloomberg",459,44,67,348,9.59,14.6,-5.01,TRUE,-9.73,-13.47,-6,19.13,16.65,21.62
2025-08-18,"Bloomberg",417,60,54,303,14.39,12.95,1.44,TRUE,-9.61,-13.29,-5.93,18.93,16.49,21.37
2025-08-25,"Bloomberg",398,24,79,295,6.03,19.85,-13.82,TRUE,-9.47,-13.21,-5.74,18.73,16.25,21.22
2025-09-01,"Bloomberg",348,25,79,244,7.18,22.7,-15.52,TRUE,-9.38,-13.18,-5.57,18.59,16.06,21.12
2025-09-08,"Bloomberg",284,19,69,196,6.69,24.3,-17.61,TRUE,-9.32,-13.05,-5.58,18.52,16.03,21
2025-09-15,"Bloomberg",406,37,58,311,9.11,14.29,-5.18,TRUE,-9.26,-12.94,-5.58,18.48,16.04,20.92
2025-09-22,"Bloomberg",435,26,69,340,5.98,15.86,-9.88,TRUE,-9.2,-12.94,-5.46,18.45,15.97,20.93
2025-09-29,"Bloomberg",354,47,63,244,13.28,17.8,-4.52,TRUE,-9.13,-12.94,-5.32,18.4,15.87,20.93
2025-10-06,"Bloomberg",345,32,72,241,9.28,20.87,-11.59,TRUE,-9.08,-12.83,-5.33,18.35,15.86,20.84
2025-10-13,"Bloomberg",423,36,62,325,8.51,14.66,-6.15,TRUE,-9.04,-12.75,-5.34,18.34,15.88,20.79
2025-10-20,"Bloomberg",396,49,65,282,12.37,16.41,-4.04,TRUE,-8.99,-12.76,-5.22,18.32,15.82,20.82
2025-10-27,"Bloomberg",386,57,82,247,14.77,21.24,-6.47,TRUE,-8.87,-12.71,-5.04,18.27,15.73,20.82
2025-11-03,"Bloomberg",266,26,64,176,9.77,24.06,-14.29,TRUE,-8.55,-12.29,-4.82,18.08,15.6,20.56
2025-11-10,"Bloomberg",280,24,41,215,8.57,14.64,-6.07,TRUE,-8.05,-11.68,-4.43,17.77,15.36,20.17
2025-11-17,"Bloomberg",340,24,69,247,7.06,20.29,-13.23,TRUE,-7.6,-11.22,-3.98,17.51,15.1,19.91
2025-11-24,"Bloomberg",250,19,36,195,7.6,14.4,-6.8,TRUE,-7.41,-11.07,-3.75,17.45,15.02,19.88
2025-12-01,"Bloomberg",271,14,53,204,5.17,19.56,-14.39,TRUE,-7.42,-11.06,-3.78,17.58,15.17,20
2025-12-08,"Bloomberg",314,42,62,210,13.38,19.75,-6.37,TRUE,-7.46,-11.07,-3.85,17.76,15.36,20.16
2025-12-15,"Bloomberg",293,25,49,219,8.53,16.72,-8.19,TRUE,-7.59,-11.16,-4.01,17.99,15.62,20.37
2025-12-22,"Bloomberg",175,12,26,137,6.86,14.86,-8,TRUE,-7.84,-11.36,-4.33,18.29,15.96,20.63
2025-12-29,"Bloomberg",60,9,7,44,15,11.67,3.33,TRUE,-8.22,-11.66,-4.78,18.65,16.37,20.93
2026-01-05,"Bloomberg",458,57,84,317,12.45,18.34,-5.89,TRUE,-8.66,-12.04,-5.27,19.05,16.8,21.3
2026-01-12,"Bloomberg",453,45,86,322,9.93,18.98,-9.05,TRUE,-9.18,-12.56,-5.8,19.51,17.26,21.75
2026-01-19,"Bloomberg",1,0,0,1,0,0,0,FALSE,NA,NA,NA,NA,NA,NA
2026-01-26,"Bloomberg",359,41,76,242,11.42,21.17,-9.75,TRUE,-11.03,-14.93,-7.14,21.1,18.51,23.69
2026-02-02,"Bloomberg",30,7,8,15,23.33,26.67,-3.34,TRUE,-11.24,-15.33,-7.16,21.36,18.65,24.08
2026-02-09,"Bloomberg",234,15,58,161,6.41,24.79,-18.38,TRUE,-11.32,-15.54,-7.1,21.54,18.73,24.34
2026-02-16,"Bloomberg",67,4,12,51,5.97,17.91,-11.94,TRUE,-11.46,-15.82,-7.1,21.75,18.86,24.64
2026-02-23,"Bloomberg",105,4,31,70,3.81,29.52,-25.71,TRUE,-11.68,-16.18,-7.18,22.02,19.03,25
2026-03-02,"Bloomberg",98,10,20,68,10.2,20.41,-10.21,TRUE,-9.84,-16.74,-2.94,23.53,18.95,28.12
2026-05-11,"Bloomberg",9,0,1,8,0,11.11,-11.11,FALSE,NA,NA,NA,NA,NA,NA
2026-05-18,"Bloomberg",7,3,2,2,42.86,28.57,14.29,FALSE,NA,NA,NA,NA,NA,NA
2026-05-25,"Bloomberg",1,0,1,0,0,100,-100,FALSE,NA,NA,NA,NA,NA,NA
2026-06-01,"Bloomberg",12,2,3,7,16.67,25,-8.33,FALSE,NA,NA,NA,NA,NA,NA
2026-06-08,"Bloomberg",6,0,2,4,0,33.33,-33.33,FALSE,NA,NA,NA,NA,NA,NA
2026-06-15,"Bloomberg",25,3,5,17,12,20,-8,FALSE,NA,NA,NA,NA,NA,NA
2026-06-22,"Bloomberg",12,1,3,8,8.33,25,-16.67,FALSE,NA,NA,NA,NA,NA,NA
2026-07-13,"Bloomberg",12,1,3,8,8.33,25,-16.67,FALSE,NA,NA,NA,NA,NA,NA
2026-07-20,"Bloomberg",28,2,5,21,7.14,17.86,-10.72,FALSE,NA,NA,NA,NA,NA,NA
2026-07-27,"Bloomberg",19,5,4,10,26.32,21.05,5.27,FALSE,NA,NA,NA,NA,NA,NA
2026-08-03,"Bloomberg",104,20,18,66,19.23,17.31,1.92,TRUE,-12.4,-15.77,-9.04,23.1,20.87,25.34
2026-08-10,"Bloomberg",65,4,21,40,6.15,32.31,-26.16,TRUE,-12.55,-15.98,-9.12,23.17,20.89,25.44
2026-08-17,"Bloomberg",165,28,33,104,16.97,20,-3.03,TRUE,-12.66,-16.17,-9.16,23.2,20.87,25.53
2024-12-30,"CBS News",113,3,18,92,2.65,15.93,-13.28,TRUE,-11.35,-14.04,-8.65,14.66,12.07,17.24
2025-01-06,"CBS News",230,10,34,186,4.35,14.78,-10.43,TRUE,-11.68,-14.07,-9.28,15.06,12.76,17.36
2025-01-13,"CBS News",324,16,34,274,4.94,10.49,-5.55,TRUE,-11.98,-14.1,-9.86,15.43,13.39,17.47
2025-01-20,"CBS News",815,26,94,695,3.19,11.53,-8.34,TRUE,-12.25,-14.14,-10.36,15.77,13.95,17.58
2025-01-27,"CBS News",497,13,83,401,2.62,16.7,-14.08,TRUE,-12.48,-14.17,-10.79,16.05,14.43,17.68
2025-02-03,"CBS News",464,17,94,353,3.66,20.26,-16.6,TRUE,-12.66,-14.19,-11.13,16.29,14.82,17.76
2025-02-10,"CBS News",401,15,73,313,3.74,18.2,-14.46,TRUE,-12.79,-14.2,-11.38,16.48,15.13,17.84
2025-02-17,"CBS News",410,18,68,324,4.39,16.59,-12.2,TRUE,-12.88,-14.21,-11.56,16.63,15.35,17.9
2025-02-24,"CBS News",468,21,80,367,4.49,17.09,-12.6,TRUE,-12.94,-14.22,-11.66,16.73,15.51,17.96
2025-03-03,"CBS News",638,17,102,519,2.66,15.99,-13.33,TRUE,-12.97,-14.23,-11.72,16.81,15.6,18.01
2025-03-10,"CBS News",424,12,83,329,2.83,19.58,-16.75,TRUE,-12.99,-14.24,-11.73,16.86,15.65,18.06
2025-03-17,"CBS News",351,11,63,277,3.13,17.95,-14.82,TRUE,-12.96,-14.23,-11.69,16.87,15.65,18.08
2025-03-24,"CBS News",307,9,56,242,2.93,18.24,-15.31,TRUE,-12.89,-14.18,-11.6,16.82,15.59,18.06
2025-03-31,"CBS News",569,13,136,420,2.28,23.9,-21.62,TRUE,-12.78,-14.09,-11.47,16.74,15.48,17.99
2025-04-07,"CBS News",494,31,78,385,6.28,15.79,-9.51,TRUE,-12.65,-13.98,-11.32,16.62,15.35,17.9
2025-04-14,"CBS News",318,9,54,255,2.83,16.98,-14.15,TRUE,-12.51,-13.86,-11.16,16.49,15.2,17.78
2025-04-21,"CBS News",261,9,52,200,3.45,19.92,-16.47,TRUE,-12.36,-13.73,-11,16.35,15.04,17.66
2025-04-28,"CBS News",544,20,75,449,3.68,13.79,-10.11,TRUE,-12.12,-13.5,-10.75,16.12,14.8,17.44
2025-05-05,"CBS News",375,23,55,297,6.13,14.67,-8.54,TRUE,-11.74,-13.12,-10.35,15.75,14.42,17.08
2025-05-12,"CBS News",318,12,50,256,3.77,15.72,-11.95,TRUE,-11.29,-12.7,-9.89,15.33,13.97,16.68
2025-05-19,"CBS News",486,25,65,396,5.14,13.37,-8.23,TRUE,-10.87,-12.31,-9.43,14.91,13.53,16.29
2025-05-26,"CBS News",332,13,49,270,3.92,14.76,-10.84,TRUE,-10.55,-12.01,-9.1,14.57,13.18,15.97
2025-06-02,"CBS News",500,21,62,417,4.2,12.4,-8.2,TRUE,-10.31,-11.75,-8.88,14.27,12.89,15.65
2025-06-09,"CBS News",523,16,55,452,3.06,10.52,-7.46,TRUE,-10.08,-11.48,-8.67,13.91,12.56,15.27
2025-06-16,"CBS News",379,13,46,320,3.43,12.14,-8.71,TRUE,-9.84,-11.24,-8.45,13.54,12.21,14.88
2025-06-23,"CBS News",320,18,45,257,5.62,14.06,-8.44,TRUE,-9.63,-11.04,-8.22,13.19,11.84,14.54
2025-06-30,"CBS News",362,17,51,294,4.7,14.09,-9.39,TRUE,-9.44,-10.88,-8,12.88,11.5,14.26
2025-07-07,"CBS News",337,8,41,288,2.37,12.17,-9.8,TRUE,-9.28,-10.74,-7.83,12.65,11.25,14.04
2025-07-14,"CBS News",315,9,49,257,2.86,15.56,-12.7,TRUE,-9.22,-10.66,-7.78,12.51,11.13,13.89
2025-07-21,"CBS News",274,11,36,227,4.01,13.14,-9.13,TRUE,-9.27,-10.69,-7.85,12.44,11.08,13.8
2025-07-28,"CBS News",528,9,62,457,1.7,11.74,-10.04,TRUE,-9.36,-10.78,-7.95,12.41,11.05,13.77
2025-08-04,"CBS News",261,8,39,214,3.07,14.94,-11.87,TRUE,-9.44,-10.87,-8,12.38,11,13.76
2025-08-11,"CBS News",766,14,63,689,1.83,8.22,-6.39,TRUE,-9.43,-10.89,-7.97,12.33,10.93,13.73
2025-08-18,"CBS News",428,13,43,372,3.04,10.05,-7.01,TRUE,-9.39,-10.83,-7.95,12.29,10.91,13.67
2025-08-25,"CBS News",298,6,40,252,2.01,13.42,-11.41,TRUE,-9.39,-10.81,-7.98,12.31,10.95,13.67
2025-09-01,"CBS News",289,5,43,241,1.73,14.88,-13.15,TRUE,-9.4,-10.82,-7.99,12.36,11,13.71
2025-09-08,"CBS News",330,9,30,291,2.73,9.09,-6.36,TRUE,-9.39,-10.83,-7.95,12.39,11.01,13.77
2025-09-15,"CBS News",372,11,47,314,2.96,12.63,-9.67,TRUE,-9.32,-10.78,-7.87,12.37,10.97,13.77
2025-09-22,"CBS News",468,8,51,409,1.71,10.9,-9.19,TRUE,-9.16,-10.6,-7.72,12.3,10.92,13.68
2025-09-29,"CBS News",308,15,56,237,4.87,18.18,-13.31,TRUE,-8.92,-10.33,-7.5,12.21,10.85,13.57
2025-10-06,"CBS News",331,19,44,268,5.74,13.29,-7.55,TRUE,-8.64,-10.06,-7.22,12.12,10.76,13.48
2025-10-13,"CBS News",592,16,54,522,2.7,9.12,-6.42,TRUE,-8.39,-9.83,-6.95,12.03,10.65,13.41
2025-10-20,"CBS News",320,12,35,273,3.75,10.94,-7.19,TRUE,-8.22,-9.68,-6.76,11.97,10.58,13.37
2025-10-27,"CBS News",337,14,44,279,4.15,13.06,-8.91,TRUE,-8.09,-9.53,-6.65,11.92,10.54,13.3
2025-11-03,"CBS News",451,28,58,365,6.21,12.86,-6.65,TRUE,-7.94,-9.35,-6.53,11.85,10.5,13.2
2025-11-10,"CBS News",571,14,56,501,2.45,9.81,-7.36,TRUE,-7.79,-9.18,-6.39,11.77,10.44,13.11
2025-11-17,"CBS News",692,19,62,611,2.75,8.96,-6.21,TRUE,-7.65,-9.06,-6.24,11.71,10.36,13.06
2025-11-24,"CBS News",218,7,34,177,3.21,15.6,-12.39,TRUE,-7.54,-8.98,-6.1,11.67,10.29,13.05
2025-12-01,"CBS News",291,19,41,231,6.53,14.09,-7.56,TRUE,-7.49,-8.94,-6.03,11.67,10.27,13.07
2025-12-08,"CBS News",314,18,52,244,5.73,16.56,-10.83,TRUE,-7.51,-8.95,-6.07,11.7,10.32,13.09
2025-12-15,"CBS News",396,12,39,345,3.03,9.85,-6.82,TRUE,-7.59,-9.01,-6.18,11.77,10.41,13.13
2025-12-22,"CBS News",537,16,26,495,2.98,4.84,-1.86,TRUE,-7.71,-9.12,-6.29,11.85,10.49,13.21
2025-12-29,"CBS News",234,15,26,193,6.41,11.11,-4.7,TRUE,-7.81,-9.25,-6.37,11.93,10.54,13.31
2026-01-05,"CBS News",415,22,45,348,5.3,10.84,-5.54,TRUE,-7.87,-9.33,-6.41,11.99,10.59,13.38
2026-01-12,"CBS News",1098,34,79,985,3.1,7.19,-4.09,TRUE,-7.93,-9.37,-6.49,12.06,10.68,13.44
2026-01-19,"CBS News",346,15,48,283,4.34,13.87,-9.53,TRUE,-8.04,-9.45,-6.63,12.18,10.83,13.53
2026-01-26,"CBS News",346,10,43,293,2.89,12.43,-9.54,TRUE,-8.17,-9.57,-6.78,12.31,10.97,13.65
2026-02-02,"CBS News",314,9,50,255,2.87,15.92,-13.05,TRUE,-8.31,-9.71,-6.9,12.45,11.1,13.8
2026-02-09,"CBS News",294,7,42,245,2.38,14.29,-11.91,TRUE,-8.41,-9.85,-6.97,12.56,11.18,13.94
2026-02-16,"CBS News",225,7,36,182,3.11,16,-12.89,TRUE,-8.46,-9.92,-7,12.64,11.24,14.03
2026-02-23,"CBS News",509,27,54,428,5.3,10.61,-5.31,TRUE,-8.48,-9.92,-7.04,12.7,11.32,14.08
2026-03-02,"CBS News",476,21,69,386,4.41,14.5,-10.09,TRUE,-8.52,-9.93,-7.1,12.79,11.43,14.14
2026-03-09,"CBS News",813,30,79,704,3.69,9.72,-6.03,TRUE,-8.54,-9.96,-7.13,12.87,11.51,14.23
2026-03-16,"CBS News",368,28,50,290,7.61,13.59,-5.98,TRUE,-8.55,-9.99,-7.11,12.94,11.56,14.32
2026-03-23,"CBS News",362,18,54,290,4.97,14.92,-9.95,TRUE,-8.53,-9.98,-7.07,12.97,11.58,14.37
2026-03-30,"CBS News",369,11,52,306,2.98,14.09,-11.11,TRUE,-8.45,-9.9,-7.01,12.96,11.58,14.35
2026-04-06,"CBS News",337,25,50,262,7.42,14.84,-7.42,TRUE,-8.35,-9.76,-6.93,12.92,11.57,14.28
2026-04-13,"CBS News",558,23,50,485,4.12,8.96,-4.84,TRUE,-8.22,-9.61,-6.83,12.87,11.53,14.2
2026-04-20,"CBS News",337,16,47,274,4.75,13.95,-9.2,TRUE,-8.08,-9.46,-6.71,12.8,11.48,14.12
2026-04-27,"CBS News",404,15,41,348,3.71,10.15,-6.44,TRUE,-7.95,-9.32,-6.59,12.74,11.42,14.05
